    代码     名字      当前价  市净率   市赢率  5日线    20日线  半年线       年线      2年前价  基金名                   持股比   持股量
2018-06-04 15:24:50,648 - tushareService - INFO - code is 002194, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:50,696 - tushareService - INFO - code is 000404, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:50,858 - tushareService - INFO - code is 000630, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:51,536 - tushareService - INFO - code is 000758, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:51,748 - tushareService - INFO - code is 600058, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:51,798 - tushareService - INFO - code is 002455, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:52,199 - tushareService - INFO - code is 600067, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:52,238 - tushareService - INFO - code is 002795, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:52,416 - tushareService - INFO - code is 002297, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:52,493 - tushareService - INFO - code is 002319, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:52,520 - tushareService - INFO - code is 300221, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:52,526 - tushareService - INFO - code is 300074, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:52,955 - tushareService - INFO - code is 300520, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:53,059 - tushareService - INFO - code is 002839, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:53,144 - tushareService - INFO - code is 601199, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:53,229 - tushareService - INFO - code is 600420, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:53,229 - tushareService - INFO - code is 600873, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:53,260 - tushareService - INFO - code is 002197, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:53,360 - tushareService - INFO - code is 300105, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:53,535 - tushareService - INFO - code is 002658, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:53,786 - tushareService - INFO - code is 000046, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:53,868 - tushareService - INFO - code is 600975, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:54,047 - tushareService - INFO - code is 002117, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:54,259 - tushareService - INFO - code is 600819, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:54,349 - tushareService - INFO - code is 600820, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:54,572 - tushareService - INFO - code is 600697, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:54,758 - tushareService - INFO - code is 600503, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:54,865 - tushareService - INFO - code is 603226, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:54,929 - tushareService - INFO - code is 002106, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:55,672 - tushareService - INFO - code is 000585, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:55,738 - tushareService - INFO - code is 002300, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:55,811 - tushareService - INFO - code is 002357, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:56,433 - tushareService - INFO - code is 300292, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:56,524 - tushareService - INFO - code is 000603, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:56,546 - tushareService - INFO - code is 300130, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:56,811 - tushareService - INFO - code is 000863, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:56,830 - tushareService - INFO - code is 601169, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:57,279 - tushareService - INFO - code is 000688, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:57,427 - tushareService - INFO - code is 600892, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:57,709 - tushareService - INFO - code is 601999, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:57,833 - tushareService - INFO - code is 000090, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,029 - tushareService - INFO - code is 002225, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,133 - tushareService - INFO - code is 600186, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,144 - tushareService - INFO - code is 603619, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,175 - tushareService - INFO - code is 600692, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,191 - tushareService - INFO - code is 601011, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,201 - tushareService - INFO - code is 300592, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,202 - tushareService - INFO - code is 000838, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,458 - tushareService - INFO - code is 603139, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,648 - tushareService - INFO - code is 603080, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,672 - tushareService - INFO - code is 600855, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,697 - tushareService - INFO - code is 300087, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:58,972 - tushareService - INFO - code is 002858, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:59,147 - tushareService - INFO - code is 000573, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:59,170 - tushareService - INFO - code is 000070, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:59,464 - tushareService - INFO - code is 600871, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:59,544 - tushareService - INFO - code is 002807, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:59,546 - tushareService - INFO - code is 603638, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:59,668 - tushareService - INFO - code is 002406, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:59,829 - tushareService - INFO - code is 002876, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:24:59,945 - tushareService - INFO - code is 601231, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:00,231 - tushareService - INFO - code is 002135, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:00,276 - tushareService - INFO - code is 000885, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:00,399 - tushareService - INFO - code is 002038, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:00,404 - tushareService - INFO - code is 000776, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:00,821 - tushareService - INFO - code is 000599, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:00,930 - tushareService - INFO - code is 600119, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:01,218 - tushareService - INFO - code is 300185, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:01,316 - tushareService - INFO - code is 300386, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:01,570 - tushareService - INFO - code is 300657, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:01,719 - tushareService - INFO - code is 603883, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:01,776 - tushareService - INFO - code is 002412, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:01,785 - tushareService - INFO - code is 002047, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:02,059 - tushareService - INFO - code is 300616, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:02,111 - tushareService - INFO - code is 002823, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:02,177 - tushareService - INFO - code is 601857, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:02,432 - tushareService - INFO - code is 000513, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:02,705 - tushareService - INFO - code is 000043, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:02,766 - tushareService - INFO - code is 002337, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:02,787 - tushareService - INFO - code is 600543, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:02,942 - tushareService - INFO - code is 002821, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:02,966 - tushareService - INFO - code is 601872, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:03,257 - tushareService - INFO - code is 601669, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:03,362 - tushareService - INFO - code is 603766, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:03,553 - tushareService - INFO - code is 600776, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:03,572 - tushareService - INFO - code is 600720, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:03,967 - tushareService - INFO - code is 002468, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:04,140 - tushareService - INFO - code is 000622, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:04,157 - tushareService - INFO - code is 600491, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:04,433 - tushareService - INFO - code is 600367, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:04,632 - tushareService - INFO - code is 300334, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:04,748 - tushareService - INFO - code is 603505, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:04,799 - tushareService - INFO - code is 002686, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:05,154 - tushareService - INFO - code is 002911, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:05,181 - tushareService - INFO - code is 002553, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:05,237 - tushareService - INFO - code is 000997, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:05,328 - tushareService - INFO - code is 000652, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:05,414 - tushareService - INFO - code is 600435, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:05,783 - tushareService - INFO - code is 000692, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:05,786 - tushareService - INFO - code is 000655, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:06,141 - tushareService - INFO - code is 600116, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:06,164 - tushareService - INFO - code is 600080, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:06,518 - tushareService - INFO - code is 600537, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:06,521 - tushareService - INFO - code is 002882, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:06,554 - tushareService - INFO - code is 002817, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:06,806 - tushareService - INFO - code is 601688, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:07,209 - tushareService - INFO - code is 000589, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:07,213 - tushareService - INFO - code is 600284, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:07,300 - tushareService - INFO - code is 603958, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:07,505 - tushareService - INFO - code is 300489, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:07,831 - tushareService - INFO - code is 000785, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:07,889 - tushareService - INFO - code is 002291, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:08,165 - tushareService - INFO - code is 000088, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:08,341 - tushareService - INFO - code is 600997, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:08,722 - tushareService - INFO - code is 002653, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:08,814 - tushareService - INFO - code is 601618, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:08,835 - tushareService - INFO - code is 000401, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:08,837 - tushareService - INFO - code is 600290, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:08,853 - tushareService - INFO - code is 603166, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:09,066 - tushareService - INFO - code is 601899, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:09,782 - tushareService - INFO - code is 002850, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:09,816 - tushareService - INFO - code is 000755, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:09,844 - tushareService - INFO - code is 600572, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:09,847 - tushareService - INFO - code is 600051, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:10,019 - tushareService - INFO - code is 600596, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:10,049 - tushareService - INFO - code is 300342, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:10,192 - tushareService - INFO - code is 600455, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:10,226 - tushareService - INFO - code is 002539, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:10,291 - tushareService - INFO - code is 600749, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:10,850 - tushareService - INFO - code is 300092, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:10,922 - tushareService - INFO - code is 002797, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:11,185 - tushareService - INFO - code is 600825, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:11,324 - tushareService - INFO - code is 000518, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:11,411 - tushareService - INFO - code is 002547, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:11,580 - tushareService - INFO - code is 300328, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:11,853 - tushareService - INFO - code is 002706, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:11,947 - tushareService - INFO - code is 600644, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:12,083 - tushareService - INFO - code is 300288, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:12,445 - tushareService - INFO - code is 002833, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:12,601 - tushareService - INFO - code is 000039, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:12,902 - tushareService - INFO - code is 300160, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:13,092 - tushareService - INFO - code is 000520, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:13,102 - tushareService - INFO - code is 002224, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:13,182 - tushareService - INFO - code is 601886, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:13,321 - tushareService - INFO - code is 600010, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:13,462 - tushareService - INFO - code is 601106, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:13,623 - tushareService - INFO - code is 601018, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:13,771 - tushareService - INFO - code is 600791, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:13,961 - tushareService - INFO - code is 603339, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:14,268 - tushareService - INFO - code is 601311, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:14,361 - tushareService - INFO - code is 600211, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:14,492 - tushareService - INFO - code is 601798, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:14,636 - tushareService - INFO - code is 300239, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:14,937 - tushareService - INFO - code is 000551, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:14,942 - tushareService - INFO - code is 002901, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:15,101 - tushareService - INFO - code is 002116, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:15,232 - tushareService - INFO - code is 603023, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:15,331 - tushareService - INFO - code is 300573, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:15,957 - tushareService - INFO - code is 002123, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:15,960 - tushareService - INFO - code is 300267, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:16,204 - tushareService - INFO - code is 002019, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:16,235 - tushareService - INFO - code is 002745, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:16,446 - tushareService - INFO - code is 603637, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:16,526 - tushareService - INFO - code is 603822, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:16,650 - tushareService - INFO - code is 603117, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:16,740 - tushareService - INFO - code is 600834, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:16,874 - tushareService - INFO - code is 000980, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:16,967 - tushareService - INFO - code is 600173, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:17,122 - tushareService - INFO - code is 600691, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:17,270 - tushareService - INFO - code is 002023, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:17,280 - tushareService - INFO - code is 601200, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:17,773 - tushareService - INFO - code is 000403, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:17,793 - tushareService - INFO - code is 600523, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:18,005 - tushareService - INFO - code is 600109, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:18,452 - tushareService - INFO - code is 600909, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:18,452 - tushareService - INFO - code is 002645, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:18,557 - tushareService - INFO - code is 300033, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:18,744 - tushareService - INFO - code is 600021, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:18,914 - tushareService - INFO - code is 600851, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:18,936 - tushareService - INFO - code is 603303, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:19,083 - tushareService - INFO - code is 600660, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:19,355 - tushareService - INFO - code is 300256, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:19,430 - tushareService - INFO - code is 002700, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:19,523 - tushareService - INFO - code is 000970, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:19,615 - tushareService - INFO - code is 600306, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:19,769 - tushareService - INFO - code is 002568, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:20,198 - tushareService - INFO - code is 000529, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:20,215 - tushareService - INFO - code is 002760, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:20,279 - tushareService - INFO - code is 000510, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:20,407 - tushareService - INFO - code is 601717, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:20,464 - tushareService - INFO - code is 603079, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:20,498 - tushareService - INFO - code is 002107, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:20,727 - tushareService - INFO - code is 002328, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:20,814 - tushareService - INFO - code is 000411, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:20,847 - tushareService - INFO - code is 300617, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:21,072 - tushareService - INFO - code is 002811, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:21,093 - tushareService - INFO - code is 000555, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:21,317 - tushareService - INFO - code is 000880, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:21,457 - tushareService - INFO - code is 002918, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:21,727 - tushareService - INFO - code is 002364, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:22,044 - tushareService - INFO - code is 600707, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:22,193 - tushareService - INFO - code is 603180, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:22,271 - tushareService - INFO - code is 603566, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:22,371 - tushareService - INFO - code is 300645, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:22,668 - tushareService - INFO - code is 002358, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:22,697 - tushareService - INFO - code is 002199, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:22,710 - tushareService - INFO - code is 603823, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:22,863 - tushareService - INFO - code is 002698, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:22,866 - tushareService - INFO - code is 000707, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:22,918 - tushareService - INFO - code is 601555, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:23,298 - tushareService - INFO - code is 300382, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:23,629 - tushareService - INFO - code is 000899, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:23,866 - tushareService - INFO - code is 300576, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:23,872 - tushareService - INFO - code is 002152, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:24,286 - tushareService - INFO - code is 600159, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:24,362 - tushareService - INFO - code is 600054, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:24,377 - tushareService - INFO - code is 603160, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:24,684 - tushareService - INFO - code is 601228, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:24,686 - tushareService - INFO - code is 600654, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:25,066 - tushareService - INFO - code is 600497, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:25,078 - tushareService - INFO - code is 300432, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:25,209 - tushareService - INFO - code is 600479, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:25,438 - tushareService - INFO - code is 603000, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:25,500 - tushareService - INFO - code is 300016, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:25,585 - tushareService - INFO - code is 600062, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:25,904 - tushareService - INFO - code is 603768, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,166 - tushareService - INFO - code is 002461, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,345 - tushareService - INFO - code is 000027, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,379 - tushareService - INFO - code is 603229, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,451 - tushareService - INFO - code is 002786, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,464 - tushareService - INFO - code is 002428, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,595 - tushareService - INFO - code is 300549, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,607 - tushareService - INFO - code is 601789, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,698 - tushareService - INFO - code is 600243, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,709 - tushareService - INFO - code is 000008, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,802 - tushareService - INFO - code is 603200, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,824 - tushareService - INFO - code is 300173, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:26,880 - tushareService - INFO - code is 002907, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:27,116 - tushareService - INFO - code is 002325, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:27,138 - tushareService - INFO - code is 600545, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:27,186 - tushareService - INFO - code is 000068, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:27,209 - tushareService - INFO - code is 600838, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:27,470 - tushareService - INFO - code is 000915, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:27,923 - tushareService - INFO - code is 603326, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:28,064 - tushareService - INFO - code is 600493, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:28,198 - tushareService - INFO - code is 002775, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:28,323 - tushareService - INFO - code is 300310, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:28,527 - tushareService - INFO - code is 600616, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:28,569 - tushareService - INFO - code is 600533, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:28,663 - tushareService - INFO - code is 603345, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:28,743 - tushareService - INFO - code is 300395, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:29,177 - tushareService - INFO - code is 300163, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:29,245 - tushareService - INFO - code is 002057, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:29,317 - tushareService - INFO - code is 002056, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:29,518 - tushareService - INFO - code is 002437, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:29,619 - tushareService - INFO - code is 002108, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:29,764 - tushareService - INFO - code is 601700, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:29,859 - tushareService - INFO - code is 002261, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:30,007 - tushareService - INFO - code is 600525, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:30,429 - tushareService - INFO - code is 000823, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:30,735 - tushareService - INFO - code is 600038, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:30,825 - tushareService - INFO - code is 300259, start date: 2018-05-16, end date: 2018-04-06
2018-06-04 15:25:30,855 - tushareService - INFO - code is 000561, start date: 2018-05-16, end date: 2018-04-06
